secs,km,power,hr,cad,alt
4790,44.1817,221,137,,761.2
4791,44.192,210,137,,761.2
4792,44.2025,205,137,,761
4793,44.213,103,137,,760.8
4794,44.2237,103,137,,760.6
4795,44.2344,104,137,,760.6
4796,44.2452,156,137,,760.4
4797,44.2561,132,137,,760.4
4798,44.2671,120,136,,760.2
4799,44.2782,117,136,,760.2
4800,44.2893,113,135,,760
4801,44.3007,103,134,,760
4802,44.3121,96,133,,759.6
4803,44.3238,0,132,,759.6
4804,44.3356,0,131,,759.4
4805,44.3473,0,130,,759
4806,44.3592,87,129,,758.4
4807,44.3709,70,128,,758.2
4808,44.3828,0,128,,758
4809,44.3946,0,128,,757.8
4810,44.4063,0,127,,757.4
4811,44.418,0,125,,757
4812,44.4293,0,123,,756.6
4813,44.4403,0,121,,756
4814,44.4507,0,118,,755.6
4815,44.4606,0,116,,755.2
4816,44.47,0,116,,754.8
4817,44.4794,278,116,,754.4
4818,44.4893,270,114,,754
4819,44.4998,250,114,,753.6
4820,44.5107,246,114,,753.4
4821,44.5218,221,115,,753.4
4822,44.5331,208,115,,753.2
4823,44.5447,0,116,,753
4824,44.5564,0,117,,752.8
4825,44.5681,0,117,,752.8
4826,44.58,142,116,,752.6
4827,44.5919,100,116,,752.4
4828,44.604,77,117,,752.2
4829,44.6162,67,117,,751.8
4830,44.6284,0,117,,751.2
4831,44.6405,0,117,,750.8
4832,44.6525,0,116,,750.4
4833,44.6641,0,114,,750.2
4834,44.6755,0,111,,749.2
4835,44.6869,203,110,,748.8
4836,44.6986,198,110,,748.4
4837,44.7105,182,110,,747.8
4838,44.7225,153,111,,747.4
4839,44.7345,142,111,,747
4840,44.7464,137,110,,746.4
4841,44.7583,128,110,,746.2
4842,44.7703,116,109,,745.6
4843,44.7823,105,108,,745.2
4844,44.7944,98,108,,745
4845,44.8067,0,107,,744.8
4846,44.8189,0,107,,744.6
4847,44.8312,0,107,,744.4
4848,44.8435,0,107,,744.2
4849,44.8558,0,106,,744
4850,44.8684,0,105,,743.8
4851,44.881,0,104,,743.6
4852,44.8935,0,104,,743.4
4853,44.9061,0,104,,742.8
4854,44.9185,0,104,,742.4
4855,44.9309,0,104,,741.8
4856,44.9433,0,0,,741.2
4857,44.9555,0,0,,740.8
4858,44.9672,0,0,,740.4
4859,44.9777,0,0,,740
4860,44.9871,0,104,,739.4
4861,44.996,0,103,,738.8
4862,45.0039,365,102,,737.8
4863,45.0118,378,102,,737.2
4864,45.02,388,102,,736.8
4865,45.0286,390,102,,736.2
4866,45.038,367,103,,735.8
4867,45.0475,333,103,,735.2
4868,45.0572,313,104,,734.8
4869,45.067,313,105,,734.6
4870,45.077,303,106,,734.6
4871,45.0871,303,107,,734.4
4872,45.0973,297,108,,734.2
4873,45.1075,291,111,,734.2
4874,45.1176,284,114,,734.2
4875,45.1278,277,117,,734.2
4876,45.138,252,118,,734.2
4877,45.1481,202,120,,734
4878,45.1581,176,121,,734
4879,45.168,166,122,,734
4880,45.1778,171,123,,734
4881,45.1876,172,124,,734
4882,45.1973,183,124,,734
4883,45.207,192,125,,734
4884,45.2167,187,126,,734
4885,45.2264,187,127,,734
4886,45.236,193,129,,734
4887,45.2455,185,129,,734
4888,45.2551,191,130,,734
4889,45.2646,198,131,,734
4890,45.2741,199,132,,734
4891,45.2836,200,133,,734
4892,45.2931,205,134,,734
4893,45.3026,201,134,,734
4894,45.3121,203,135,,734
4895,45.3214,209,135,,734
4896,45.3307,195,136,,734
4897,45.3398,193,137,,734
4898,45.3489,176,137,,734
4899,45.3579,185,137,,734
4900,45.3668,196,137,,734
4901,45.3757,195,137,,734.2
4902,45.3844,212,137,,734.2
4903,45.3932,227,137,,734.2
4904,45.4018,223,138,,734.2
4905,45.4105,228,138,,734.4
4906,45.4191,215,139,,734.4
4907,45.4277,212,139,,734.6
4908,45.4362,216,140,,734.8
4909,45.4447,225,140,,734.8
4910,45.4531,231,141,,734.8
4911,45.4615,223,142,,735
4912,45.4699,212,143,,735
4913,45.4783,225,143,,735.2
4914,45.4867,217,144,,735.2
4915,45.4951,223,144,,735.2
4916,45.5035,211,144,,735.4
4917,45.5118,213,145,,735.4
4918,45.5201,207,145,,735.4
4919,45.5284,215,145,,735.8
4920,45.5367,219,144,,735.8
4921,45.545,213,144,,736
4922,45.5533,213,144,,736
4923,45.5616,212,144,,736
4924,45.57,207,144,,736.2
4925,45.5784,208,144,,736.2
4926,45.5868,207,145,,736.2
4927,45.5951,200,145,,736.4
4928,45.6034,200,145,,736.6
4929,45.6118,202,145,,736.8
4930,45.62,217,145,,736.8
4931,45.6283,212,145,,737
4932,45.6365,209,146,,737
4933,45.6448,213,146,,737
4934,45.653,207,146,,737
4935,45.6612,207,146,,737.2
4936,45.6694,214,145,,737.2
4937,45.6775,214,145,,737.2
4938,45.6855,206,145,,737.4
4939,45.6936,211,145,,737.4
4940,45.7017,212,145,,737.6
4941,45.7099,217,145,,737.6
4942,45.718,220,144,,737.8
4943,45.7261,219,144,,737.8
4944,45.7342,224,144,,738
4945,45.7423,215,144,,738.2
4946,45.7504,213,144,,738.2
4947,45.7585,207,144,,738.4
4948,45.7666,215,144,,738.6
4949,45.7747,217,144,,738.6
4950,45.7827,215,144,,738.8
4951,45.7908,219,144,,739
4952,45.7988,222,144,,739
4953,45.8068,220,145,,739.2
4954,45.8148,213,145,,739.2
4955,45.8228,214,145,,739.2
4956,45.8307,220,144,,739.4
4957,45.8385,222,145,,739.4
4958,45.8462,233,145,,739.6
4959,45.8539,254,144,,739.8
4960,45.8615,277,145,,740
4961,45.869,242,144,,740
4962,45.8762,225,144,,740
4963,45.8834,228,144,,740.2
4964,45.8905,236,144,,740.4
4965,45.8974,241,144,,740.6
4966,45.9043,234,145,,740.8
4967,45.9112,232,145,,741
4968,45.918,228,145,,741.4
4969,45.9248,227,145,,741.6
4970,45.9316,225,145,,741.8
4971,45.9382,222,145,,742.2
4972,45.9447,221,145,,742.6
4973,45.9511,217,145,,743
4974,45.9575,218,145,,743.2
4975,45.9638,227,145,,743.8
4976,45.97,232,146,,744
4977,45.9762,261,146,,744.2
4978,45.9823,263,146,,744.4
4979,45.9882,268,147,,744.6
4980,45.9941,280,147,,744.8
4981,45.9999,272,147,,745
4982,46.0055,272,147,,745.2
4983,46.0111,286,148,,745.4
4984,46.0165,266,148,,745.4
4985,46.0218,261,148,,745.8
4986,46.027,264,148,,746.2
4987,46.0321,266,149,,746.6
4988,46.0372,264,149,,746.8
4989,46.0423,270,149,,747.2
4990,46.0473,271,150,,747.4
4991,46.0523,274,150,,747.8
4992,46.0573,276,150,,748.2
4993,46.0623,272,150,,748.6
4994,46.0672,276,150,,749
4995,46.0721,279,150,,749.4
4996,46.0769,274,150,,749.6
4997,46.0817,271,151,,750
4998,46.0865,277,151,,750.4
4999,46.0913,277,150,,750.6
5000,46.0961,277,151,,750.8
5001,46.1009,278,151,,751
5002,46.1057,279,151,,751.4
5003,46.1105,280,152,,752
5004,46.1153,272,152,,752.2
5005,46.1201,263,152,,752.6
5006,46.125,263,152,,752.8
5007,46.1297,267,152,,753
5008,46.1346,261,153,,753.4
5009,46.1393,277,153,,753.8
5010,46.144,279,153,,754
5011,46.1487,274,153,,754.2
5012,46.1532,281,153,,754.6
5013,46.1577,257,153,,754.8
5014,46.1623,266,153,,755
5015,46.1667,268,153,,755.2
5016,46.1711,266,153,,755.6
5017,46.1755,270,153,,755.8
5018,46.1797,279,154,,756.2
5019,46.184,275,154,,756.6
5020,46.1882,274,154,,756.8
5021,46.1924,273,154,,757
5022,46.1966,277,154,,757.4
5023,46.2009,280,154,,757.6
5024,46.2052,284,154,,758
5025,46.2095,284,154,,758.4
5026,46.2139,272,154,,758.8
5027,46.2183,272,155,,759.2
5028,46.2227,271,155,,759.4
5029,46.2272,264,155,,759.8
5030,46.2316,262,155,,760.2
5031,46.2361,255,155,,760.8
5032,46.2405,248,155,,761
5033,46.2449,249,155,,761.2
5034,46.2493,253,155,,761.4
5035,46.2537,263,156,,761.8
5036,46.258,264,156,,762
5037,46.2623,270,156,,762.4
5038,46.2667,276,156,,762.6
5039,46.271,274,156,,762.8
5040,46.2753,277,156,,763.2
5041,46.2795,286,156,,763.4
5042,46.2837,286,156,,763.6
5043,46.288,272,156,,763.8
5044,46.2922,271,156,,764
5045,46.2966,277,157,,764.4
5046,46.3009,264,157,,764.6
5047,46.3054,249,156,,765
5048,46.3098,244,156,,765.2
5049,46.3144,254,156,,765.4
5050,46.3189,252,156,,765.8
5051,46.3235,252,157,,766
5052,46.3281,247,156,,766.4
5053,46.3327,247,156,,766.8
5054,46.3372,246,156,,767
5055,46.3417,236,156,,767.2
5056,46.3463,237,156,,767.4
5057,46.3508,237,156,,768
5058,46.3553,238,156,,768.2
5059,46.3598,241,156,,768.8
5060,46.3644,234,156,,769.2
5061,46.369,242,156,,769.4
5062,46.3735,244,156,,769.8
5063,46.3779,247,156,,770
5064,46.3824,244,156,,770.4
5065,46.3867,248,155,,770.6
5066,46.3912,252,155,,770.8
5067,46.3957,255,155,,771.2
5068,46.4001,244,155,,771.4
5069,46.4047,242,155,,771.6
5070,46.4092,233,155,,771.8
5071,46.4138,225,155,,772
5072,46.4185,217,155,,772.4
5073,46.4231,212,155,,772.6
5074,46.4277,212,156,,773
5075,46.4324,213,155,,773.2
5076,46.437,219,155,,773.6
5077,46.4416,231,155,,773.8
5078,46.4462,237,155,,774.2
5079,46.4507,245,155,,774.6
5080,46.4552,248,155,,774.8
5081,46.4596,262,155,,775
5082,46.464,262,155,,775.2
5083,46.4684,264,155,,775.4
5084,46.4728,269,155,,775.6
5085,46.4771,281,155,,776
5086,46.4815,295,155,,776.2
5087,46.4859,323,154,,776.6
5088,46.4904,330,155,,777
5089,46.495,330,154,,777.2
5090,46.4997,318,155,,777.6
5091,46.5045,311,154,,777.8
5092,46.5093,308,155,,778.2
5093,46.514,295,154,,778.4
5094,46.5189,281,155,,778.8
5095,46.5237,273,155,,779
5096,46.5285,271,155,,779.4
5097,46.5333,271,155,,779.6
5098,46.5381,275,155,,779.8
5099,46.5429,267,156,,780.2
5100,46.5477,258,156,,780.4
5101,46.5525,258,156,,780.6
5102,46.5573,255,156,,781
5103,46.5621,257,156,,781.2
5104,46.5669,264,156,,781.6
5105,46.5717,265,156,,781.8
5106,46.5764,275,156,,782.2
5107,46.581,279,156,,782.4
5108,46.5857,278,157,,782.8
5109,46.5903,280,157,,783
5110,46.5948,284,157,,783.4
5111,46.5995,281,157,,783.6
5112,46.6043,275,157,,783.8
5113,46.6092,277,157,,784
5114,46.614,289,157,,784.2
5115,46.6186,301,157,,784.4
5116,46.6232,308,157,,785
5117,46.6278,308,157,,785.4
5118,46.6324,299,157,,785.8
5119,46.637,293,157,,786.2
5120,46.6419,285,157,,786.4
5121,46.647,285,157,,787
5122,46.6522,243,158,,787.2
5123,46.6574,179,157,,787.6
5124,46.6628,128,158,,788
5125,46.6684,105,157,,788.4
5126,46.6742,96,157,,788.6
5127,46.6802,90,157,,788.8
5128,46.6862,100,157,,789
5129,46.6923,121,157,,789
5130,46.6985,150,156,,789.2
5131,46.7047,193,156,,789.2
5132,46.711,193,156,,789.2
5133,46.7172,202,157,,789.2
5134,46.7233,214,157,,789.2
5135,46.729,253,156,,789.4
5136,46.7343,248,156,,789.4
5137,46.7395,269,157,,789.4
5138,46.7445,269,156,,789.4
5139,46.7493,271,157,,789.6
5140,46.754,271,157,,789.6
5141,46.7586,274,157,,789.8
5142,46.7631,274,157,,789.8
5143,46.7676,271,156,,790
5144,46.772,268,157,,790.6
5145,46.7764,270,157,,791
5146,46.7808,276,157,,791.4
5147,46.7852,276,157,,791.8
5148,46.7895,276,157,,792.2
5149,46.7937,285,156,,792.6
5150,46.798,288,156,,793
5151,46.8022,272,156,,793.4
5152,46.8065,269,156,,793.8
5153,46.8107,274,156,,794.2
5154,46.8149,285,156,,794.4
5155,46.8191,284,156,,794.6
5156,46.8233,285,156,,795
5157,46.8275,284,157,,795.4
5158,46.8316,288,156,,795.6
5159,46.8358,288,156,,796
5160,46.8399,283,156,,796.2
5161,46.844,277,156,,796.6
5162,46.848,278,157,,796.8
5163,46.852,287,157,,797.2
5164,46.856,283,157,,797.4
5165,46.8601,277,157,,797.6
5166,46.8643,273,157,,798
5167,46.8684,274,158,,798.2
5168,46.8726,278,158,,798.6
5169,46.8768,281,158,,798.8
5170,46.881,289,158,,799.2
5171,46.8852,292,158,,799.4
5172,46.8894,292,158,,799.6
5173,46.8936,285,158,,800.4
5174,46.8978,279,158,,800.6
5175,46.9021,286,158,,800.8
5176,46.9065,281,159,,801.2
5177,46.9108,278,159,,801.6
5178,46.9151,280,159,,802
5179,46.9195,279,159,,802.2
5180,46.9238,280,160,,802.8
5181,46.9281,280,160,,803
5182,46.9324,291,160,,803.2
5183,46.9367,289,160,,803.6
5184,46.9409,290,160,,803.8
5185,46.9451,280,160,,804
5186,46.9493,277,161,,804.2
5187,46.9535,281,161,,804.6
5188,46.9577,265,160,,805
5189,46.962,259,161,,805.2
5190,46.9663,260,161,,805.4
5191,46.9707,249,160,,805.8
5192,46.975,250,161,,806.2
5193,46.9793,252,160,,806.4
5194,46.9837,261,161,,806.8
5195,46.988,265,161,,807
5196,46.9924,258,160,,807.4
5197,46.9967,268,161,,807.6
5198,47.0012,259,160,,807.6
5199,47.0055,254,160,,808
5200,47.0099,259,160,,808.4
5201,47.0144,257,160,,809
5202,47.0188,258,160,,809.2
5203,47.0233,256,160,,809.6
5204,47.0278,253,160,,810
5205,47.0324,249,160,,810.2
5206,47.037,247,160,,810.6
5207,47.0416,243,160,,811
5208,47.0462,249,160,,811.4
5209,47.0507,253,160,,811.6
5210,47.0552,257,160,,811.8
5211,47.0598,254,160,,812
5212,47.0643,252,160,,812.2
5213,47.0689,254,160,,812.4
5214,47.0734,248,160,,812.8
5215,47.0779,240,160,,813
5216,47.0825,251,160,,813.4
5217,47.087,250,159,,813.6
5218,47.0916,259,160,,813.8
5219,47.0961,250,160,,814
5220,47.1006,246,159,,814.4
5221,47.1052,249,160,,814.6
5222,47.1097,249,159,,815
5223,47.1142,247,159,,815.2
5224,47.1187,253,160,,815.4
5225,47.1232,248,159,,815.6
5226,47.1277,259,159,,815.8
5227,47.1321,264,159,,816.2
5228,47.1365,267,159,,816.4
5229,47.1409,266,159,,816.6
5230,47.1453,267,159,,817
5231,47.1497,266,159,,817.2
5232,47.154,263,159,,817.6
5233,47.1584,272,159,,817.8
5234,47.1627,270,159,,818
5235,47.167,263,159,,818.2
5236,47.1714,255,158,,818.6
5237,47.1758,255,158,,818.8
5238,47.18,281,158,,819
5239,47.1843,320,158,,819.4
5240,47.1884,335,158,,819.6
5241,47.1924,355,158,,820
5242,47.1964,367,158,,820.4
5243,47.2002,365,158,,820.6
5244,47.2043,354,158,,821
5245,47.2085,327,159,,821.4
5246,47.2127,314,159,,821.8
5247,47.2171,307,159,,822
5248,47.2217,279,159,,822.4
5249,47.2261,277,160,,822.6
5250,47.2306,276,160,,823
5251,47.235,276,160,,823.4
5252,47.2396,264,160,,823.6
5253,47.2441,260,160,,824
5254,47.2486,266,160,,824.2
5255,47.253,269,161,,824.6
5256,47.2575,273,161,,825
5257,47.2617,273,161,,825.2
5258,47.2661,281,161,,825.6
5259,47.2705,281,162,,825.8
5260,47.2748,284,161,,826
5261,47.2791,277,161,,826.2
5262,47.2835,270,162,,826.6
5263,47.2879,263,161,,827
5264,47.2924,262,162,,827.4
5265,47.2969,264,162,,827.6
5266,47.3015,254,161,,828
5267,47.3061,245,161,,828.2
5268,47.3106,237,162,,828.6
5269,47.3151,249,161,,828.8
5270,47.3195,254,161,,829.2
5271,47.3239,256,161,,829.4
5272,47.3282,263,161,,829.8
5273,47.3327,251,161,,830
5274,47.3372,258,161,,830.4
5275,47.3415,258,161,,830.6
5276,47.3459,256,161,,830.8
5277,47.3502,263,161,,831.2
5278,47.3544,283,161,,831.4
5279,47.3587,296,161,,831.6
5280,47.363,293,161,,832
5281,47.3673,285,161,,832.4
5282,47.3717,275,161,,832.6
5283,47.376,275,161,,832.8
5284,47.3803,276,161,,833.2
5285,47.3847,282,162,,833.2
5286,47.3889,275,161,,833.6
5287,47.3931,271,161,,834.4
5288,47.3974,268,162,,834.6
5289,47.4015,262,161,,834.8
5290,47.4057,260,162,,835.2
5291,47.4099,265,162,,835.4
5292,47.4141,268,162,,835.8
5293,47.4183,277,162,,836
5294,47.4225,276,162,,836.2
5295,47.4269,280,161,,836.4
5296,47.4312,274,162,,836.8
5297,47.4356,271,162,,837
5298,47.4399,270,161,,837.2
5299,47.4443,274,162,,837.6
5300,47.4486,271,161,,838
5301,47.453,274,161,,838.4
5302,47.4573,269,161,,838.6
5303,47.4616,267,161,,838.8
5304,47.4656,274,161,,839
5305,47.4697,281,161,,839.4
5306,47.4737,284,162,,839.6
5307,47.4778,278,162,,839.8
5308,47.4819,275,162,,840.2
5309,47.4859,274,162,,840.6
5310,47.4899,264,162,,840.8
5311,47.4941,268,162,,841.2
5312,47.4983,269,162,,841.4
5313,47.5026,281,162,,841.6
5314,47.5069,290,162,,841.8
5315,47.511,298,162,,842.4
5316,47.5152,305,162,,842.8
5317,47.5195,312,162,,843
5318,47.5237,312,162,,843.4
5319,47.528,312,161,,843.6
5320,47.5323,307,161,,843.8
5321,47.5366,306,162,,844
5322,47.5409,306,161,,844
5323,47.5452,301,162,,844.6
5324,47.5494,290,162,,844.8
5325,47.5536,294,162,,845.2
5326,47.5578,282,162,,845.4
5327,47.562,272,162,,845.6
5328,47.5661,282,162,,846
5329,47.5702,299,162,,846.4
5330,47.5743,306,162,,846.6
5331,47.5784,316,162,,847
5332,47.5825,319,162,,847.2
5333,47.5867,312,162,,847.6
5334,47.591,308,162,,847.8
5335,47.5953,307,162,,848
5336,47.5997,302,163,,848.4
5337,47.6042,291,163,,848.8
5338,47.6086,302,163,,849.2
5339,47.6131,303,163,,849.6
5340,47.6176,304,163,,849.8
5341,47.6221,309,163,,850.2
5342,47.6266,307,163,,850.4
5343,47.631,300,163,,851.2
5344,47.6355,303,163,,851.4
5345,47.6399,294,164,,851.8
5346,47.6443,282,164,,852.2
5347,47.6487,290,164,,852.4
5348,47.6531,290,164,,852.6
5349,47.6574,295,164,,853
5350,47.6619,299,164,,853.2
5351,47.6664,298,164,,853.4
5352,47.671,288,164,,853.8
5353,47.6755,287,164,,854.2
5354,47.6801,282,165,,854.4
5355,47.6846,280,165,,854.8
5356,47.6892,280,165,,855.2
5357,47.6937,275,165,,855.4
5358,47.6983,278,165,,855.8
5359,47.7029,275,165,,856.2
5360,47.7074,273,166,,856.4
5361,47.7119,282,166,,856.8
5362,47.7164,280,166,,857.2
5363,47.721,289,165,,857.4
5364,47.7255,298,166,,857.6
5365,47.7301,294,166,,858
5366,47.7349,269,166,,858.2
5367,47.74,272,166,,858.4
5368,47.7453,238,166,,858.6
5369,47.7507,203,166,,859
5370,47.7563,190,165,,859.4
5371,47.7619,179,165,,860
5372,47.7677,177,165,,860.2
5373,47.7739,191,165,,860.4
5374,47.7803,195,165,,860.4
5375,47.7868,189,165,,860.6
5376,47.7935,191,164,,860.6
5377,47.8003,187,164,,860.6
5378,47.8071,186,164,,860.6
5379,47.8141,201,164,,860.6
5380,47.8212,202,164,,860.6
5381,47.8282,192,164,,860.6
5382,47.8352,198,164,,860.8
5383,47.8422,203,164,,860.8
5384,47.8491,210,163,,860.8
5385,47.856,215,163,,860.8
5386,47.8629,219,164,,860.8
5387,47.8698,222,163,,860.8
5388,47.8767,227,163,,860.8
5389,47.8836,242,163,,861
5390,47.8905,243,163,,861
5391,47.8975,252,162,,861.2
5392,47.9045,247,162,,861.4
5393,47.9115,243,162,,861.4
5394,47.9184,256,162,,861.6
5395,47.9253,278,162,,861.8
5396,47.9321,279,162,,862
5397,47.9389,285,162,,862.2
5398,47.9457,284,162,,862.4
5399,47.9525,277,162,,862.6
5400,47.9593,269,161,,863
5401,47.9662,269,161,,863.2
5402,47.9732,257,161,,863.4
5403,47.9801,243,161,,863.6
5404,47.9868,229,161,,863.6
5405,47.9937,0,161,,863.8
5406,48.0003,0,160,,864
5407,48.0067,0,160,,864.4
5408,48.0128,0,159,,864.6
5409,48.0185,0,158,,864.8
5410,48.024,0,155,,865.2
5411,48.0288,0,154,,865.4
5412,48.0333,121,152,,865.6
5413,48.0376,107,152,,865.8
5414,48.0421,97,150,,866
5415,48.0467,117,149,,866.4
5416,48.0512,117,149,,866.6
5417,48.0554,0,148,,867
5418,48.0594,0,147,,867.2
5419,48.0632,0,146,,867.4
5420,48.067,0,146,,867.6
5421,48.0712,264,145,,867.6
5422,48.0754,291,145,,867.8
5423,48.08,284,146,,868
5424,48.0848,283,145,,868
5425,48.0895,286,146,,868.2
5426,48.0942,281,146,,868.2
5427,48.099,280,145,,868.4
5428,48.1039,270,145,,868.4
5429,48.1085,260,145,,868.6
5430,48.1132,257,144,,868.6
5431,48.1186,259,144,,868.6
5432,48.124,233,144,,868.6
5433,48.1291,233,144,,868.6
5434,48.1344,218,144,,868.8
5435,48.1406,223,143,,868.8
5436,48.1475,122,143,,868.8
5437,48.1562,122,142,,868.8
5438,48.1638,122,142,,869
5439,48.1718,137,141,,869
5440,48.18,122,140,,869
5441,48.1884,110,139,,869
5442,48.1972,80,138,,869
5443,48.2061,86,137,,869
5444,48.2152,106,136,,869
5445,48.2244,144,136,,868.8
5446,48.234,160,136,,868.8
5447,48.2435,179,136,,868.6
5448,48.2528,183,136,,868.6
5449,48.2621,186,136,,868.2
5450,48.2715,185,137,,868
5451,48.281,174,138,,868
5452,48.2907,163,137,,867.8
5453,48.3003,155,138,,867.6
5454,48.3101,153,137,,867.2
5455,48.32,144,137,,866.8
5456,48.3298,131,137,,866.4
5457,48.3397,132,137,,866
5458,48.3495,134,138,,865.8
5459,48.3594,128,138,,865.6
5460,48.3693,127,138,,865.4
5461,48.3792,131,137,,865.2
5462,48.389,133,137,,864.8
5463,48.3989,138,137,,864.6
5464,48.4088,138,136,,864.4
5465,48.4187,131,136,,864.2
5466,48.4286,147,135,,864
5467,48.4385,149,134,,863.8
5468,48.4483,148,134,,863.4
5469,48.4582,158,134,,863.4
5470,48.468,159,134,,863.2
5471,48.4779,150,133,,863
5472,48.4879,136,133,,863
5473,48.4979,138,133,,862.6
5474,48.508,132,132,,862.4
5475,48.5183,133,132,,862.2
5476,48.5287,143,131,,861.8
5477,48.5392,133,131,,861.8
5478,48.5499,143,131,,861.6
5479,48.5605,136,130,,861.4
5480,48.5713,139,131,,861.4
5481,48.5821,129,130,,861.2
5482,48.593,124,131,,861
5483,48.6038,117,130,,860
5484,48.6145,102,129,,859.6
5485,48.625,0,129,,859.2
5486,48.6355,0,128,,858.8
5487,48.6459,0,127,,858.2
5488,48.656,0,125,,857.8
5489,48.6667,0,123,,857.4
5490,48.6779,0,121,,857.2
5491,48.6898,0,119,,856.8
5492,48.7017,0,117,,856.6
5493,48.714,0,116,,856.2
5494,48.7266,0,115,,856
5495,48.7398,0,114,,855.8
5496,48.7531,0,113,,855.6
5497,48.7662,0,111,,855
5498,48.779,0,110,,854.2
5499,48.7923,86,110,,853
5500,48.806,91,110,,852.2
5501,48.8199,83,110,,851.4
5502,48.8339,83,110,,850.6
5503,48.8478,0,110,,849.6
5504,48.8618,0,108,,849
5505,48.8758,0,107,,848.2
5506,48.89,0,107,,847.2
5507,48.9045,0,107,,846.2
5508,48.9189,0,107,,845.4
5509,48.9336,0,105,,844.6
5510,48.9484,0,103,,843.8
5511,48.9632,0,102,,842.4
5512,48.9782,0,101,,841.8
5513,48.9932,0,101,,841
5514,49.0083,0,101,,840.2
5515,49.0232,0,101,,839.2
5516,49.0381,0,99,,838.2
5517,49.0529,0,98,,837.2
5518,49.0674,0,98,,836.2
5519,49.0821,167,99,,835
5520,49.0967,159,99,,833.8
5521,49.1112,158,100,,832.6
5522,49.1256,159,99,,831.4
5523,49.14,154,98,,830.4
5524,49.1543,175,98,,829.6
5525,49.1685,163,98,,828.8
5526,49.1828,156,98,,828
5527,49.197,139,98,,827.2
5528,49.2116,124,99,,826.8
5529,49.2261,115,99,,826.2
5530,49.2406,114,100,,825.8
5531,49.255,117,101,,825.4
5532,49.2694,110,101,,825
5533,49.2838,106,102,,824.4
5534,49.2981,95,102,,824.2
5535,49.3126,0,102,,823.8
5536,49.3268,0,102,,823.2
5537,49.3411,0,101,,822.8
5538,49.3554,0,101,,822.2
5539,49.3702,0,101,,821.2
5540,49.385,0,101,,821
5541,49.3993,0,101,,820.4
5542,49.4135,0,101,,819.8
5543,49.4275,0,101,,819.4
5544,49.4415,181,99,,818.8
5545,49.4558,172,98,,818.2
5546,49.4696,175,99,,817.4
5547,49.4832,182,100,,816.6
5548,49.4967,190,101,,816
5549,49.5101,177,102,,815
5550,49.5235,173,103,,814.2
5551,49.5372,177,104,,813.2
5552,49.5509,126,105,,812.8
5553,49.5647,143,104,,812.2
5554,49.5784,138,105,,811.8
5555,49.592,146,106,,811.4
5556,49.6058,145,107,,811
5557,49.6196,152,108,,810.8
5558,49.6333,140,109,,810.4
5559,49.6471,142,109,,810
5560,49.661,130,110,,809.4
5561,49.6748,139,111,,809
5562,49.6887,139,112,,808.6
5563,49.7026,133,112,,807.8
5564,49.7164,134,113,,807.4
5565,49.7302,139,114,,806.8
5566,49.7439,144,114,,806.2
5567,49.7575,157,115,,805
5568,49.7709,150,115,,804.4
5569,49.7842,147,116,,803.8
5570,49.7973,0,115,,803.2
5571,49.8102,0,115,,802.6
5572,49.8229,0,115,,802
5573,49.8355,0,114,,801.4
5574,49.848,0,113,,801
5575,49.8605,0,112,,800.6
5576,49.8731,0,111,,800.4
5577,49.8858,0,110,,800
5578,49.8988,0,109,,799.8
5579,49.9118,0,108,,799.6
5580,49.9249,0,107,,799.2
5581,49.9377,0,106,,798.8
5582,49.9505,0,104,,798.4
5583,49.9633,0,102,,798
5584,49.9761,0,101,,797.2
5585,49.9888,0,99,,796.6
5586,50.0017,215,99,,796
5587,50.015,202,101,,795.2
5588,50.0291,182,101,,794.4
5589,50.0431,179,102,,794
5590,50.0571,149,103,,793.4
5591,50.071,116,103,,792.4
5592,50.0849,0,103,,791.8
5593,50.0987,0,102,,790.8
5594,50.1123,0,101,,789.8
5595,50.1257,0,100,,789.2
5596,50.1391,0,99,,788.2
5597,50.1525,162,99,,787.6
5598,50.1661,162,99,,787.2
5599,50.1798,146,100,,786.8
5600,50.1937,138,101,,786.2
5601,50.2078,127,102,,785.6
5602,50.2219,0,103,,785.2
5603,50.236,0,102,,784.8
5604,50.2503,0,102,,784.6
5605,50.2647,0,100,,784
5606,50.279,140,101,,783.6
5607,50.2935,138,101,,783.2
5608,50.3082,125,102,,782.6
5609,50.323,124,103,,782.2
5610,50.3378,0,104,,781.6
5611,50.3527,0,103,,781
5612,50.3677,0,103,,780.2
5613,50.3827,0,103,,779.4
5614,50.3978,0,103,,778.8
5615,50.4129,0,103,,778.4
5616,50.4282,0,102,,777.8
5617,50.4434,0,101,,777.2
5618,50.4588,0,101,,776.6
5619,50.4743,0,101,,775.8
5620,50.4899,0,99,,775
5621,50.5055,0,99,,774.2
5622,50.521,0,98,,773.6
5623,50.5365,0,96,,773
5624,50.5519,0,96,,771.6
5625,50.5675,0,96,,770.8
5626,50.5833,0,96,,770.2
5627,50.5992,0,94,,769.6
5628,50.6152,0,94,,769
5629,50.6315,0,92,,768.2
5630,50.6481,0,90,,767.2
5631,50.6648,0,90,,766.4
5632,50.6817,0,90,,765.6
5633,50.6987,0,90,,764.6
5634,50.7161,0,90,,763.8
5635,50.7335,0,0,,762.8
5636,50.7511,0,86,,761.8
5637,50.7688,0,84,,760.8
5638,50.7867,0,82,,759.4
5639,50.8047,0,81,,758.2
